Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2,Label
-2.826,15.632,-41.061,16.445,-3.721,8.53,323.647,-1.179,-9.239,4.127,1.216,-6.773,2.633,8.683,3.123,10.665,8.189,-3.723,5.694,-1.941,9.292,4.691,-0.426,-13.721,-53.821,3.744,-6.938,2.66,-39.423,3
4.35,26.375,-8.233,24.625,5.504,18.768,310.004,7.531,-0.521,13.345,9.924,-0.618,6.729,5.088,6.193,16.29,7.668,-4.744,9.787,3.184,15.431,14.932,5.21,-1.412,-59.915,12.45,1.778,22.637,-6.596,3
10.493,52.476,24.563,54.315,25.478,37.704,277.418,37.75,17.923,30.75,24.259,9.116,20.554,11.231,15.921,24.983,9.71,6.531,18.487,14.451,23.612,23.627,11.864,10.885,-43.973,22.684,10.998,46.693,26.198,3
12.532,69.33,57.326,87.048,33.138,47.4,270.481,48.983,20.466,35.842,28.333,10.644,25.657,10.707,23.59,26.494,6.114,4.988,18.468,13.924,19.49,18.48,10.316,13.435,-39.319,27.272,14.573,60.991,50.763,3
8.933,63.113,61.88,83.887,23.883,40.181,270.723,33.565,9.687,25.048,20.62,3.973,12.823,-7.747,19.468,17.759,-7.212,-11.923,13.327,8.275,12.298,17.437,6.719,11.373,-54.649,25.707,13.534,65.028,40.466,3
7.387,66.123,79.749,75.606,22.322,40.653,245.349,39.166,14.288,26.56,23.673,4.994,10.761,-12.862,20.985,18.253,-2.594,-7.3,18.436,12.878,16.897,27.153,11.836,14.435,-47.934,29.78,17.107,64.963,58.869,3
9.941,72.717,100.674,87.826,27.423,47.784,271.744,52.447,20.422,34.73,28.773,10.624,20.997,0.471,23.013,26.432,9.704,2.953,21.492,14.402,15.855,26.102,13.873,14.933,-37.64,31.287,19.139,57.726,84.425,3
11.468,56.251,85.716,83.64,20.223,36.466,304.26,27.804,5.032,22.912,16.448,6.003,13.291,3.544,13.257,21.282,0.473,-9.858,11.224,5.678,3.032,14.805,5.662,9.283,-57.582,20.498,9.386,47.422,71.021,3
11.969,42.362,57.453,59.478,8.932,21.06,271.68,7.796,-6.244,6.496,4.137,-4.761,-1.579,-6.705,7.096,8.966,-10.286,-19.069,3.016,-2.525,-6.193,5.568,-2.028,1.077,-65.722,10.231,-3.431,44.301,47.896,3
6.322,48.467,45.613,54.807,7.386,25.138,239.133,29.818,1.447,10.075,5.669,-5.781,4.058,-6.699,1.965,7.42,-1.567,-10.341,1.988,-7.133,-6.699,-1.097,-5.1,-5.584,-51.311,6.122,-5.477,46.818,40.163,3
-0.345,46.882,33.272,63.462,4.305,30.748,271.681,41.571,7.593,20.311,7.201,-2.189,14.3,4.579,-9.307,12.536,7.144,-6.745,4.548,-3.54,-6.18,-0.071,-1.509,-1.993,-59.969,5.091,-0.861,44.21,24.754,3
0.68,31.978,9.673,54.689,0.202,26.106,304.197,25.648,6.561,19.267,4.632,-1.163,10.699,7.136,-8.273,11.498,9.186,-3.152,7.617,3.124,-8.223,6.076,2.591,7.231,-72.205,10.209,-2.909,28.284,-6.009,3
-0.345,21.7,-10.829,36.191,3.788,18.396,271.618,17.938,4.505,9.513,2.578,-4.235,4.029,-1.581,-1.093,7.901,7.128,1.462,4.536,-3.027,-13.85,2.996,-0.997,3.125,-50.103,10.199,-8.029,9.3,-29.569,3
-7.517,17.068,-31.823,25.397,1.223,9.156,251.366,16.895,-0.622,2.332,-2.548,-9.354,0.951,-6.702,-10.313,5.844,-3.638,-10.322,-3.154,-11.221,-20.496,-2.13,-6.12,-6.612,-45.955,-0.057,-6.997,3.656,-39.274,3
-4.436,12.44,-53.821,13.588,-12.611,1.974,277.243,12.267,-4.72,-0.745,-8.693,-13.443,-3.661,-4.646,-21.574,2.252,-10.807,-24.144,-6.737,-10.697,-26.111,-2.128,-8.163,-6.605,-78.184,-3.643,-8.014,2.627,-50.505,3
1.717,6.28,-70.161,-1.282,-16.697,-0.077,267.744,13.28,-2.666,-1.768,-10.221,-12.405,-7.243,-6.691,-18.478,-3.898,-10.284,-23.095,-9.291,-13.76,-28.134,-7.249,-13.278,-8.648,-81.18,-3.64,-15.179,-10.183,-67.361,3
-2.384,4.224,-88.534,-2.818,-14.118,3.509,278.747,13.266,-2.663,-2.279,-9.186,-12.393,-7.748,-15.906,-21.534,-5.944,-13.347,-25.122,-10.819,-19.894,-27.594,-12.364,-15.313,-18.885,-50.872,-13.37,-16.7,-13.759,-80.613,3
-2.894,13.954,-104.327,4.357,-15.129,9.141,292.813,10.692,-6.247,0.285,-7.64,-12.893,-8.765,-21.013,-27.66,-0.815,-12.821,-30.732,-5.685,-14.751,-28.591,-6.717,-8.638,-15.28,-57.481,-12.332,-11.561,6.235,-92.828,3
4.282,22.649,-99.612,5.89,-7.429,11.181,260.245,13.755,-3.679,3.358,-3.022,-6.732,-5.17,-11.77,-12.775,3.285,-5.636,-21.48,0.981,-6.027,-25.488,1.487,-1.97,1.129,-78.941,3.562,-5.914,15.962,-96.834,3
2.74,12.38,-100.024,0.249,1.8,5.535,244.615,9.643,-4.7,0.281,-1.994,-3.139,-2.604,-1.512,-2.516,2.257,-1.02,-8.138,0.467,-7.046,-22.389,3.535,-2.992,4.714,-64.517,6.12,-3.346,-7.62,-92.126,3
-3.922,-3.001,-124.515,-13.584,-6.399,-5.742,273.572,-4.199,-16.991,-8.941,-10.701,-11.845,-10.798,-6.634,-16.346,-0.307,-1.531,-11.204,-5.169,-14.723,-28.514,-2.616,-7.088,-8.611,-50.108,-5.157,-9.491,-31.178,-106.891,3
-0.844,-3.511,-135.661,-25.866,-7.929,-10.347,283.545,-9.318,-20.048,-10.469,-13.764,-13.37,-15.91,-8.676,-18.379,0.718,-1.53,-15.291,-4.139,-12.66,-30.023,-5.688,-7.081,-13.725,-48.521,-5.664,-13.579,-26.536,-126.764,3
4.792,9.813,-122.206,-14.057,11.034,2.984,316.049,-2.137,-1.584,4.911,1.106,0.988,-2.574,6.701,1.107,11.476,4.62,-1.443,9.698,1.698,-17.697,6.613,1.636,1.145,-39.251,5.612,-0.758,-6.53,-111.78,3
-2.898,18.512,-125.157,3.376,17.683,17.838,323.417,5.038,7.126,15.665,12.376,4.061,9.211,9.769,5.204,20.686,9.738,3.169,15.323,6.819,-16.655,17.878,3.683,9.341,-53.044,11.755,7.952,-6.011,-99.886,3
-15.702,6.198,-150.135,-5.849,5.882,9.111,290.818,7.082,-7.225,2.841,1.093,-10.288,-2.069,-12.27,-5.047,8.37,-2.567,-17.839,-2.11,-6.508,-32.52,3.515,-9.64,-10.136,-78.607,-2.09,-2.815,-27.522,-126.426,3
-11.588,-9.689,-164.842,-17.114,-0.784,-3.706,258.252,5.538,-13.366,-9.969,-9.667,-14.376,-12.825,-19.43,-5.554,-1.885,-11.274,-23.457,-10.305,-14.186,-37.61,-9.808,-15.778,-23.958,-58.548,-17.457,-12.033,-37.228,-139.107,3
4.817,-1.483,-155.968,-10.437,0.242,0.908,290.782,0.409,-5.155,-0.738,2.126,-1.042,-0.005,1.081,-3.499,11.437,7.693,-0.892,8.148,-1.876,-27.327,5.571,1.144,-7.028,-37.485,-6.681,-6.386,-23.359,-121.549,3
9.423,10.302,-145.053,-14.525,-2.32,3.981,323.279,-13.423,-3.101,7.972,11.858,6.131,13.315,12.351,-4.521,23.721,21.517,10.38,20.435,9.909,-22.176,21.447,13.95,7.324,-54.353,7.671,0.28,-17.188,-124.502,3
