Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2,Label
-19.798,-65.213,-326.195,-465.634,-32.877,-47.657,83.512,-70.345,-43.392,-38.091,-47.975,-36.1,-47.41,-37.112,-50.155,-40.887,8.518,19.764,-12.929,-36.504,-1.832,-50.767,-45.743,-32.841,-140.793,-70.019,-33.416,-74.992,-186.844,2
-26.951,-67.71,-340.726,-465.681,-33.356,-50.171,51.153,-74.373,-41.811,-41.127,-46.391,-37.601,-50.949,-43.735,-48.568,-44.945,1.849,14.109,-13.941,-36.468,-5.417,-49.179,-45.185,-21.025,-145.775,-69.436,-33.382,-76.454,-192.805,2
-30.51,-77.376,-343.459,-487.245,-48.18,-62.416,61.348,-88.131,-57.651,-52.356,-54.029,-44.736,-60.632,-37.544,-63.377,-51.56,0.311,16.656,-22.636,-40.017,-13.608,-53.228,-51.288,-27.664,-154.851,-75.002,-41.034,-83.038,-202.346,2
-25.869,-74.225,-339.017,-496.491,-43.008,-61.842,45.918,-84.969,-60.667,-51.792,-51.926,-34.957,-51.862,-19.575,-59.215,-42.799,11.581,28.935,-16.466,-34.342,-7.959,-50.101,-47.138,-31.223,-124.983,-70.829,-37.406,-80.393,-191.385,2
-18.158,-61.855,-340.215,-474.99,-17.862,-38.726,41.773,-66.441,-37.553,-30.223,-33.943,-19.041,-33.879,-8.285,-37.639,-27.899,22.84,42.226,3.531,-18.938,7.93,-31.096,-30.185,-11.724,-99.754,-52.827,-22,-74.677,-179.411,2
-7.382,-52.059,-330.653,-451.461,-8.111,-25.367,74.519,-63.813,-27.269,-16.873,-21.614,-18.509,-31.284,-3.154,-29.404,-21.211,28.453,48.844,16.335,-7.649,14.07,-14.671,-17.347,9.293,-116.561,-34.844,-11.219,-60.258,-177.182,2
-4.3,-47.909,-319.564,-444.862,-14.763,-33.026,103.134,-75.532,-40.562,-25.053,-25.178,-22.077,-39.449,-2.638,-30.912,-24.776,24.838,41.11,13.245,-13.276,8.421,-18.755,-19.891,8.259,-125.154,-32.76,-11.72,-49.439,-174.443,2
-10.956,-43.762,-320.269,-440.319,-13.211,-31.457,70.756,-66.235,-40.521,-25.54,-27.202,-18.981,-40.435,-11.345,-28.319,-26.801,16.616,31.847,7.596,-16.337,4.826,-25.908,-26.531,0.566,-111.196,-40.411,-14.27,-51.951,-176.318,2
-10.433,-37.571,-317.9,-437.317,-10.124,-18.105,38.409,-41.066,-25.111,-13.219,-21.027,-17.425,-32.71,-21.58,-29.828,-24.212,13.526,29.766,7.076,-10.685,5.846,-20.759,-27.529,3.127,-125.43,-41.396,-13.744,-49.85,-182.802,2
-11.959,-45.73,-318.606,-450.2,-22.921,-26.796,71.159,-48.71,-31.234,-20.378,-28.691,-26.629,-37.8,-36.927,-41.581,-31.873,2.754,16.929,-3.177,-23.482,-2.869,-28.423,-33.649,-3.536,-156.555,-46.477,-19.878,-54.923,-183.131,2
